symboling,0.8341463414634146
normalized-losses,122.0
wheel-base,98.75658536585378
length,174.04926829268305
width,65.90780487804875
height,53.724878048780525
curb-weight,2555.5658536585365
engine-size,126.90731707317073
bore,3.329751243781096
stroke,3.2554228855721337
compression-ratio,10.142536585365855
horsepower,104.25615763546797
peak-rpm,5125.369458128079
city-mpg,25.21951219512195
highway-mpg,30.75121951219512
price,13207.129353233831
make_alfa-romero,0.014634146341463415
make_audi,0.03414634146341464
make_bmw,0.03902439024390244
make_chevrolet,0.014634146341463415
make_dodge,0.04390243902439024
make_honda,0.06341463414634146
make_isuzu,0.01951219512195122
make_jaguar,0.014634146341463415
make_mazda,0.08292682926829269
make_mercedes-benz,0.03902439024390244
make_mercury,0.004878048780487805
make_mitsubishi,0.06341463414634146
make_nissan,0.08780487804878048
make_peugot,0.05365853658536585
make_plymouth,0.03414634146341464
make_porsche,0.024390243902439025
make_renault,0.00975609756097561
make_saab,0.02926829268292683
make_subaru,0.05853658536585366
make_toyota,0.15609756097560976
make_volkswagen,0.05853658536585366
make_volvo,0.05365853658536585
fuel-type_diesel,0.0975609756097561
fuel-type_gas,0.9024390243902439
aspiration_std,0.8195121951219512
aspiration_turbo,0.18048780487804877
num-of-doors_four,0.5560975609756098
num-of-doors_two,0.43414634146341463
body-style_convertible,0.02926829268292683
body-style_hardtop,0.03902439024390244
body-style_hatchback,0.34146341463414637
body-style_sedan,0.4682926829268293
body-style_wagon,0.12195121951219512
drive-wheels_4wd,0.04390243902439024
drive-wheels_fwd,0.5853658536585366
drive-wheels_rwd,0.37073170731707317
engine-location_front,0.9853658536585366
engine-location_rear,0.014634146341463415
engine-type_dohc,0.05853658536585366
engine-type_dohcv,0.004878048780487805
engine-type_l,0.05853658536585366
engine-type_ohc,0.7219512195121951
engine-type_ohcf,0.07317073170731707
engine-type_ohcv,0.06341463414634146
engine-type_rotor,0.01951219512195122
num-of-cylinders_eight,0.024390243902439025
num-of-cylinders_five,0.05365853658536585
num-of-cylinders_four,0.775609756097561
num-of-cylinders_six,0.11707317073170732
num-of-cylinders_three,0.004878048780487805
num-of-cylinders_twelve,0.004878048780487805
num-of-cylinders_two,0.01951219512195122
fuel-system_1bbl,0.05365853658536585
fuel-system_2bbl,0.32195121951219513
fuel-system_4bbl,0.014634146341463415
fuel-system_idi,0.0975609756097561
fuel-system_mfi,0.004878048780487805
fuel-system_mpfi,0.4585365853658537
fuel-system_spdi,0.04390243902439024
fuel-system_spfi,0.004878048780487805
